Label,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49
ham,0.8786164,0.80909723,-0.450572,0.26463363,0.4476189,0.761716,1.6449054,0.5571549,-0.14626387,-0.06977576,0.7780452,0.6067947,-0.7097148,0.13878804,-0.32479995,0.88639253,0.02725327,-0.16791844,-0.30126214,0.08224732,1.1768925,-0.21810238,0.41964895,0.29822147,0.4318606,0.35646394,-0.7950935,0.46080476,-0.15687117,-0.38798457,0.73549926,-0.1730062,1.056629,-0.038661808,-0.4691313,0.48897016,-1.034669,0.2399624,-0.65603,0.15509915,-0.34427792,-0.25256556,0.78586113,-0.16273433,0.14006004,-0.39609078,-0.027985461,-0.16404606,-0.86761135,-0.3675199
ham,-0.77804375,1.3685274,-0.13743186,0.22066091,0.32893473,-1.6337192,0.7369778,-0.17268535,-1.0923405,-0.06376132,0.28509715,0.16419506,-0.101689845,-0.6172034,0.03499116,0.57773465,-0.7666942,-0.25586447,-0.040712375,0.13871105,-0.05190344,-0.52535224,0.37890774,0.049033463,-1.082018,-0.6100753,0.010538176,0.01542747,-0.28734,0.5741061,0.49684602,0.39570916,-0.3650067,0.21726175,-0.3309058,0.71392274,-0.28864276,0.15764442,0.204391,-0.20090686,-0.04957609,0.4005232,0.67779505,0.2863806,0.15083227,0.22387803,-0.18469326,-0.4337137,0.010068178,-0.6034336
ham,3.4574537,2.2491517,1.0097234,-0.05954601,-0.8762993,0.16842759,-0.9062638,-0.7979615,0.34881997,-0.18924126,-0.5395039,-0.13009845,0.14610194,0.2322512,-0.9558471,0.55218756,1.1488246,-0.81203985,-0.6085903,-0.67914915,0.6216959,0.8614786,-0.37807646,0.6207146,-0.25924042,0.015255138,-0.24787158,0.3745821,-0.12505418,0.08648352,-0.6350888,0.1569914,0.22538802,-0.9174849,-1.2234347,0.44880664,0.9869201,-0.49039945,-0.19085728,0.08315854,-0.28089482,-0.17990533,0.14792292,0.2729982,0.7854074,-0.28500926,-0.35743144,0.12795064,-0.39113182,0.08055327
ham,0.92115736,-1.584959,0.8300072,1.7045853,-0.34475958,2.133512,0.24893343,1.4097618,-1.7601686,1.5641485,-0.9439636,1.1088643,-1.0597078,0.28606808,-0.62319165,-0.3803872,-0.07872066,-0.66061187,-0.28779936,0.8691529,-0.47268927,-0.410297,-1.4507864,0.8196147,0.2551159,-0.4773035,1.585732,0.6026098,-0.81188166,1.4976704,0.18463278,-0.5914628,-0.8307132,-0.34702483,-1.5893173,-0.11067191,0.5575255,-0.29598933,0.36770424,-0.31480223,-0.27299404,0.83803105,-0.20385142,-0.05006224,0.22340411,0.815554,-0.33416882,0.48403117,-0.25651747,-0.19129768
ham,2.685948,0.3921668,-1.5208247,0.7435648,0.9276542,0.74067914,1.6791874,0.02585943,0.9978229,0.4387206,0.18763375,1.266171,0.05125753,-0.8214261,-0.20384817,-0.119166404,0.9450846,-0.99250555,-0.49020833,0.27549163,-0.41436142,0.4251277,-0.5841284,-0.25138837,0.46429572,-0.35367823,-0.26359567,-0.43964246,0.14378287,1.2013488,0.872257,0.046831384,-0.635876,0.7188468,-0.068381876,0.16404855,0.071018934,-0.862582,0.28546047,0.9407229,-0.7802607,0.6319475,-1.6701075,-1.3301365,0.96270907,-0.6925748,0.14303061,-0.5995753,-1.1521833,0.7791785
spam,2.0184617,-0.08886045,0.28803706,-0.94167614,0.58449286,-0.29564112,-0.3432359,-0.8219366,0.5773184,0.11332396,-0.08763764,-0.11532472,0.23570706,-0.33723134,0.27671105,-0.49715778,-0.6740842,-0.20176752,-0.14429505,-0.6125586,-0.63166636,0.11429128,-0.8370795,-0.5234604,0.2769461,0.027769715,-0.38158977,-0.32250243,-0.06845945,-0.6442847,0.30275524,0.37943035,-0.3242374,0.9914473,0.7258145,0.49733323,-0.2706569,-0.17512819,-0.7841641,-0.5865952,0.7323282,-0.18903598,0.28844923,0.49545637,-0.418004,-0.28127146,0.4704584,0.20623139,0.45128757,-0.20104858
spam,1.6915766,1.1066043,-0.2439729,0.40847036,0.20961791,0.09527745,-0.50265694,0.32675737,0.9623792,-1.2319187,-0.082972415,0.25598177,0.0061461926,-0.031257473,0.6826032,0.5592819,-0.38287517,-0.29126072,0.82363313,-0.70261866,-0.092608064,-0.40669164,-0.93023646,-0.5589192,0.03356895,-0.77428454,0.71521145,-0.39035967,0.82853246,0.5443071,-0.13047901,-0.057510957,-0.113549404,0.60275465,0.4105118,0.37893248,0.023328815,1.0524286,-0.10762428,0.33142757,0.17753266,0.8097646,-0.12908648,-0.84415495,-0.18898305,-0.5604737,-0.03145334,-0.20997421,0.4878498,-0.046736263
ham,-1.1517789,1.4458168,1.1681008,0.74765646,-0.4645509,0.10842661,1.0699725,-0.375199,0.8167582,-0.106815666,-0.31150964,-0.7873073,-0.722383,0.31497338,0.5288306,-1.1903704,-0.83012855,1.3911701,0.22021803,0.0043880604,-0.20469531,-0.62674814,-0.08021875,0.1474725,-0.68370265,1.1512711,-0.1711117,-0.35645956,-0.23371428,1.1873381,0.41972825,-0.08919813,-0.3015214,-0.45876977,0.96260947,0.6590246,0.31689,0.022922747,0.11383763,0.460103,-0.11944345,-0.10193497,0.6720583,-0.36550277,0.09397584,-0.0814639,0.0702521,0.5173501,-0.4054175,0.23673713
ham,-0.0119565725,0.68715113,0.1791594,0.61584324,-2.0801408,-0.54119045,-2.0024567,0.35923332,0.94030654,1.4150879,-0.5503512,-0.015215198,2.2123644,0.65297425,-0.315723,1.0458624,-0.06348726,-0.22839528,-0.4537727,-0.23705836,-0.24240303,-0.87177354,0.30068898,0.27889568,-0.45744696,0.8048186,1.2375247,-0.0044314265,-0.55075085,0.67008626,0.420059,0.06332396,0.47632247,-0.115032285,-0.04464455,0.51485467,-0.1520612,-0.039739244,0.30265695,0.5384403,1.1114124,-1.3277102,-0.108495995,0.7634262,0.8279574,-0.011835277,0.31137735,-0.41086555,-0.26051491,-0.16604349
ham,-1.2195129,0.30913943,0.43986535,0.61026776,-1.3371497,-1.1250386,-0.19814152,0.539255,-0.9474735,-0.09162912,-1.0213686,0.7956484,-0.39186105,0.052316926,-0.66772974,-0.4276358,-0.36208293,-0.27668726,0.18475804,-0.93043053,-0.20795047,0.46575525,0.43933034,-0.5221482,1.3869092,-0.42065933,-0.3897816,-0.35406232,-0.9200107,-0.6199884,0.6107669,0.6845204,-0.33447278,0.5763942,0.30538097,-0.5897785,-0.5289034,-0.22333571,-0.32752594,-0.11338484,-0.68939793,-0.23243746,0.31048167,0.029993117,0.17914128,-0.0814327,-0.38194978,0.7120197,-0.8132052,0.92505133
ham,-1.447721,1.2178967,0.7838514,-0.048735365,-1.4628453,-1.0410064,1.5699267,0.5929469,-0.54341555,0.03407508,-0.03693787,0.77629536,0.42475656,0.6772471,0.032357365,1.1196508,-0.95358396,-0.5769367,0.38352433,-0.74775195,0.6217351,0.050076563,-0.09379406,-0.13284054,-0.8300468,0.25903955,-0.08977938,-0.25848714,-0.44388595,0.46605986,-0.26458907,0.3582763,-0.3128994,0.3254471,0.91023725,-0.34770262,0.5923201,-0.6113901,0.4264158,-0.7432254,0.79400605,-0.37280443,0.42859685,0.47072345,-0.23802969,0.21016535,0.41522413,0.4199188,-0.07319468,0.2471785
ham,-1.8966115,2.0937421,0.87732434,-1.3103251,0.84445316,-1.3701665,-0.18507475,-0.06606609,0.5959837,0.35054946,-0.5482782,0.5470973,0.07463673,-0.40799925,0.5693651,0.48541218,0.43332228,0.024561465,0.66773564,-0.13333659,-0.2496987,-0.8754657,0.18726718,0.5400186,-1.0344864,0.6370413,-0.6523005,-0.30435118,0.7443187,0.39193323,0.1238559,0.020433858,-0.31327802,0.34072456,-0.090362996,0.31490308,0.007126268,0.026557945,0.26898903,-0.4243821,0.28979653,-0.08024591,-0.7948454,-0.42595077,-0.1058352,-0.6152174,-0.99054694,-0.25194028,-0.17091352,0.34049925
ham,-0.4601624,0.69163114,-0.42771655,0.6196432,-0.5414443,-0.9579818,-0.8495047,0.5603055,1.7957933,0.7824352,-0.7690324,0.1854731,1.1579633,0.3135464,1.598311,-0.6228086,0.19848007,-0.043843135,0.3778494,1.4918418,0.7818423,-0.29686275,-0.3600568,0.65969044,-1.4260015,-0.8984861,-0.34346098,0.1500926,-1.8602581,-0.64345056,0.7152642,0.5747599,1.3619477,0.35997313,-0.21655665,-1.1956573,0.4647361,0.37778404,0.21790966,-0.006985668,-0.09437531,1.0004162,-0.82699835,0.5884131,1.3096662,-0.4564401,-0.29944223,-0.58639705,-0.4548512,-0.22395787
ham,-1.0754955,1.2175283,-0.34117198,0.07744713,0.38259894,-1.0577512,-0.090027034,0.13945332,1.0803593,-0.05801308,-0.6157517,0.31253648,0.59890854,0.023201965,1.7322919,0.24989039,1.5541111,0.4284995,0.23677728,1.0003145,0.7099119,0.02721173,-1.4054651,0.0825969,-0.25587153,-1.4565465,0.4856779,-0.06867477,0.36524814,0.68311685,1.4059632,-1.3190536,-0.70155317,-0.07291606,0.31565797,0.33665812,0.7077341,-0.23055941,-0.066126615,0.34586832,-1.3259012,-0.032363996,-0.16983102,-0.4932254,0.33304998,-0.056913733,0.48127633,0.4604101,0.17705965,-0.112267256
ham,-0.9915981,1.8960607,0.71522856,-0.15929894,0.27750713,-0.0905729,1.3022745,0.3244251,0.2796654,-0.42931733,-0.41555464,0.17988497,0.5452217,0.7072644,-0.2752211,-0.36050838,-0.17976198,0.044778258,-0.5334908,0.3721177,0.3716811,-0.049536135,-0.9423473,-0.08442539,-0.1453305,0.09093423,0.027165905,-0.37268883,0.13122523,0.054854125,-0.21035412,-0.5315006,0.12367586,-0.14702645,1.0727203,-0.41829845,0.061166424,0.027216785,-0.24980582,-0.2932866,0.18204764,0.6184019,-0.48450464,0.030751213,0.04955417,-0.0026875436,0.30440205,-0.09740853,0.06743771,0.20030707
ham,-1.4153712,-0.13074896,0.17446089,-0.69488597,-1.6485088,-1.8700173,-3.1125057,1.5713537,-0.85484576,0.46835867,-0.47853798,0.4401063,-1.4016582,-0.58102566,-1.623747,-0.12028396,0.9591197,-0.84910536,-1.3796158,1.3189378,-0.16050532,-0.6169966,-0.8771872,-0.4727987,0.15885165,0.53569174,-0.38171196,-0.8566859,0.04090281,0.21500936,-0.2932689,0.7238074,-0.33484447,-1.2632887,-0.46768028,0.051374793,0.2661307,-0.025921978,0.109476104,-0.6001912,-0.6331668,-0.078473955,0.15509166,-0.21101445,-0.56465626,-0.13268161,0.34371904,-0.012549162,0.4825243,-0.49582508
spam,0.6517757,-0.6438096,-1.5828648,-0.14559366,-0.3230791,-0.15203768,0.5203206,-0.45445642,-0.55730915,-0.89285743,0.032506555,-0.36183545,0.9843869,-0.25301123,0.4979232,1.4769902,0.73147887,-0.5491922,-0.052220356,-0.51627886,-0.4025119,0.7255778,0.021306768,0.19673699,-0.12012693,0.40004423,1.5045054,0.98487383,-0.06235621,-0.25419605,-0.032448918,0.47915155,-0.34521,-0.096470475,-0.35676947,-0.5764493,0.9767636,-0.38824478,-0.15891783,-0.5701519,-0.12561953,0.9944078,-0.1489812,-0.8971338,0.13938774,-0.8853495,-0.21018144,0.58844614,0.09958732,-0.6683407
ham,-2.5736055,-0.04557526,-0.047962666,0.18817376,1.1151264,1.9810774,-3.687379,0.1416383,-1.3452123,0.32376355,-0.0614335,1.2610455,0.886068,0.599365,-0.3043583,-1.3001559,-0.2195166,-1.068258,-0.29381645,0.39248416,-0.2766028,-0.97012085,-0.34423164,-0.7707362,-0.34379113,1.1258678,0.6691973,-0.08897197,-0.40294722,-0.7812198,0.1636574,-0.21226771,-0.81593484,-0.1787664,-0.13949627,0.124638915,0.20806932,0.05531908,0.31645608,0.1504361,-0.10312641,-0.0025280118,-0.3163017,0.48484147,0.22175561,-0.15280923,0.1300514,0.09596285,0.22004676,0.3497296
ham,-0.6797359,-2.7879887,0.15580094,0.3401867,0.14897698,1.6220988,0.44775236,1.9215763,-0.9694617,-1.5602728,0.06262295,-0.71213603,-0.21995893,1.1390615,-0.33288777,0.21186,-1.0664679,0.6447469,-0.46809393,0.8859652,0.930014,0.08442645,-0.09214553,1.2905431,-0.6561929,-0.484672,0.27361387,0.37611443,0.8116201,0.078491956,1.0992036,0.84108883,-0.12547539,-1.0248044,0.2104347,-0.29938382,-0.22047311,-0.8217157,0.35199553,0.4474439,0.73037475,0.075521946,0.0516354,-0.22279501,-0.2107965,-0.48065585,0.029802658,-0.05168131,0.6131569,-0.009866748
ham,-1.3317375,0.79566115,0.5098113,-1.9878681,-2.2722838,-0.42298257,0.6902931,-1.3701457,0.60875183,1.5131564,1.9287763,0.92505527,-0.34051234,-0.9414407,0.25642794,0.846106,1.1414295,-0.5232425,1.9306022,1.5174582,-2.2502294,0.6427272,-0.022968039,0.26867586,0.40915313,-0.061021775,-1.1627283,1.9035585,1.0149769,0.08905727,0.35634345,-0.72503453,-1.4917079,0.807842,0.038516954,-0.19143803,-0.1936684,-0.08448541,-0.9223125,-0.02602237,0.8651041,-0.27757207,-0.5285419,0.44875246,-0.72068524,-0.33310902,-0.7054624,-0.06007567,-0.69926375,-0.41897538
ham,-1.9565766,-0.97287655,0.769012,0.4106301,-2.109833,0.15416244,0.5691818,-0.92589116,-0.3864427,-0.78491664,0.6810446,0.07401328,-0.387094,0.75447345,-0.27671558,-0.20156372,0.4741898,0.6533408,0.90191096,0.16074371,0.45534104,0.79802203,1.4518709,-0.49713066,1.1154599,0.12693982,0.31905958,0.2907831,0.7790884,-0.8286719,-0.63948953,-0.21215934,-0.025306927,0.8986559,0.9507279,0.19121873,-0.31449282,-0.26543388,-0.24845643,0.053496223,0.24721986,-0.065015376,-0.34342754,-0.2358332,0.41866845,-0.17589957,0.68423295,0.86973834,0.093390405,0.045040824
ham,-2.4793003,0.4079551,-0.9367492,0.081908956,1.3844335,-0.8346095,-0.6864178,0.4690831,-1.0333219,-0.2474316,-0.9502793,1.4235425,0.71538055,-0.20186117,-0.8294416,0.40044165,-0.46933505,0.4127032,0.507894,0.67753875,0.18418872,0.73712,0.034238845,-0.64173454,-0.8555433,0.79187506,-0.2169612,-0.9170362,0.045404375,0.8017599,0.7956556,0.4493695,0.043183677,0.09815081,-0.24516499,-0.41953894,-0.7908862,-0.41626614,0.3032105,-0.6551005,-0.87888646,0.3145053,0.6743455,-0.23952761,0.49502105,0.3858873,0.56102675,0.6656128,-0.51855654,0.031788997
ham,-0.33879948,0.6195095,-0.052896738,0.39242178,-0.8572626,0.6750582,-0.39438117,1.1562562,-0.3628581,-0.17837629,0.56218356,-1.1928599,0.33759132,1.0184405,0.27968743,0.9207409,0.34735483,0.45898715,-1.0819561,0.19464006,0.23516609,-1.5740057,-0.55602616,-0.13373774,-1.1322708,0.1995159,0.6225772,0.6162099,0.07983713,-0.023972332,-0.7715932,-0.27574813,0.22199282,-0.40603903,1.018758,0.6482474,1.01284,0.44436327,0.3183161,-0.15370832,-0.26963118,0.6947684,-0.0046939254,0.6225786,0.25970104,0.51807904,0.29294503,-1.0036048,-0.9277682,0.49635717
ham,1.6713693,0.938559,0.79503417,1.0907921,0.33679682,0.587286,0.5452307,-0.55666244,0.41338843,-0.462108,0.6330981,-0.801621,0.39754304,0.74704695,0.21266425,-0.3662712,0.6414051,0.758983,0.13376004,0.5308657,0.21056268,0.07742615,0.29081994,-0.85735744,0.07132566,-0.53577065,-0.22240376,0.40443808,-0.40318167,-0.90549296,-0.29883125,0.2891429,0.17816427,0.15475388,-0.11778295,0.42903996,0.38495302,0.5162915,-0.45475614,0.3986709,0.30702823,-0.037265822,0.19287874,-0.0073256493,-0.0949842,0.4214237,-0.22773328,-0.473803,0.62046295,0.5710877
ham,-1.7916219,1.3807666,-0.8257077,-0.37205124,-1.0871737,0.6295548,-1.3752899,-1.6930933,-0.7193612,-0.3664405,0.33471102,0.43940604,-1.0558684,-0.47106695,1.1690437,-0.9539436,-0.89164865,1.5138735,-0.6028525,-0.7347952,-0.9418519,0.028378297,1.3440287,-0.26982623,-0.35598242,-0.7963613,-0.2986891,0.054137737,0.058374554,0.64688647,0.08514003,0.07097359,0.7221547,-0.20315722,-0.15656576,0.03010732,-0.46779364,-0.44264466,0.6683634,0.9872483,-0.051890746,0.044389248,0.12085591,0.16350366,-0.16226625,-0.76224506,-0.7959084,-0.4633612,0.516742,-0.3171926
ham,-0.7523155,0.67096025,-0.25430822,0.79912484,-1.250725,-0.076986276,-1.1832693,1.7046528,0.26934472,2.025985,0.7129675,0.7317313,0.59645784,1.0558376,0.15578121,0.74309534,-0.088947386,-0.2826983,-0.070734665,0.88550496,-0.2875137,-0.20513454,-1.7544031,-0.8913985,0.43165883,-0.62230176,1.0458965,-0.1111927,0.24400225,-0.092823565,-0.7102531,-0.41622388,1.9830943,-0.19388252,0.66758364,-0.3669839,1.2613409,0.112899534,-1.0962971,-0.23520152,1.195288,0.63043284,0.3274855,-0.6598997,0.46406123,0.4593697,-0.32156616,0.0918518,0.62282294,0.04887516
spam,-0.5618017,0.6841497,0.5368242,-0.15893535,1.3493979,-1.1411093,-0.18043596,0.058912195,-0.43568406,-0.67646635,-0.24518278,-0.2765236,0.3596702,0.10501205,0.5384187,0.53446966,-0.18419352,-0.1738227,0.626361,0.043456774,0.046411633,0.111889526,0.21151707,0.3825032,0.16388646,-0.24888739,0.3160527,0.19028276,0.6561223,-0.09403175,-0.06767894,-0.09297608,0.2800371,0.44731957,0.6355549,-0.40023622,0.08098969,-0.17574403,-0.064728945,-0.541038,0.09121469,0.5137986,-0.3345114,-0.13184133,-0.23342732,-0.78119683,-0.3888439,-0.57814264,-0.058528483,0.03534685
ham,-0.1993742,-2.1318617,0.20451283,-0.51636636,0.85387486,0.14528865,1.3277451,2.312316,-0.4699199,-1.2298232,0.6911017,0.40182918,0.9213176,-0.19994494,-0.4937744,0.516901,0.9939909,0.38288644,-1.1319494,0.5188649,-1.785764,-0.03445753,-0.7609547,0.44834024,0.66482747,-0.31403232,-0.2662214,-0.5393403,-0.4209721,0.40659782,-0.47251958,0.041250914,0.4163398,-1.0327734,-0.7703966,-0.31008816,0.38362527,0.0034541413,0.115754485,0.7822352,-0.38811082,0.030484796,-0.112535894,-0.23233762,-0.07028979,0.2231076,-1.0363693,-0.086031854,-0.5221204,-0.111579455
ham,-0.9166496,0.7738449,-0.39703763,0.15111221,-0.19110727,0.20702389,0.105092436,-0.22274649,-1.1903853,-0.6263164,-0.56683224,-0.7292809,0.70645916,-0.061341606,0.30567908,0.15009147,1.0213326,-0.77071416,0.071559414,0.023119707,0.22726315,0.5844119,0.024339497,0.017105341,-0.0077150464,-0.62975085,0.30135497,-0.45340106,0.21993974,-0.76630956,0.3196521,-0.48601955,0.29703957,0.13376513,-0.20218354,0.91128457,-0.07843208,0.18301985,-0.029142965,0.19336371,0.72694814,-0.12971085,0.31610495,-0.4689129,0.70049965,0.2383512,-0.09915251,-0.24815278,-0.328741,-0.20528936
ham,-0.34121978,0.040481627,0.2748456,-0.058038667,-0.10799378,1.1661917,-0.8300178,-0.7561768,-0.018073946,0.22779772,-0.6793341,0.5182308,-0.2449921,0.11145211,0.555893,-0.29619128,0.43815652,0.16362041,-1.0681876,-0.95209074,-1.7151818,-0.3298688,1.3534074,1.3447716,0.37315276,-0.14026636,-0.81885666,0.03118512,-1.1615852,0.15942037,-0.55801696,-0.50786006,-0.08806033,0.38079736,-0.5296288,0.32272583,-0.673879,0.29749128,-0.64872116,-0.7153937,-0.20269457,0.5222442,0.48149955,-0.22998148,-0.036433846,-1.2199259,-0.5002618,0.33745393,0.5119614,-0.025746934
ham,0.1337145,-0.37728858,2.093476,-0.69666356,0.813786,1.6824048,-0.8709426,0.35459244,0.52431154,-0.63051033,-0.4125082,-0.7293035,-1.4015964,1.2401483,0.96919364,0.6617977,0.114234835,0.7278011,-0.34766895,0.019906554,-1.0557289,0.9037213,0.37885404,0.11118817,0.000615865,-0.9087223,0.09827395,0.114326775,0.66502583,0.32093883,0.057819977,0.31410158,-0.13026784,0.06440616,-0.48618478,0.2731244,0.011896247,0.3127043,-0.3684612,0.19935592,0.045479164,-0.43288514,-0.25149396,-0.22218579,0.21796888,-0.7065484,-0.26725993,-0.060319394,0.7019377,0.06036657
ham,-2.2398398,0.53664964,2.7630765,1.3024619,0.041709244,-0.06258936,-0.29353237,1.1900172,1.2506212,-0.34393707,0.26317826,-0.0822334,-1.0071524,0.48064283,0.8623768,0.5708125,0.49199218,-0.19113834,-0.12587497,0.36054304,-0.66626376,0.23084013,0.47581148,-0.7158197,0.016647875,0.1286251,1.0920532,0.26789796,0.157666,0.24862716,-0.2251108,-0.3157556,-0.2704202,0.5516666,0.2869669,-0.025990486,-0.15480424,0.19761258,0.66919607,0.83301383,-1.0475752,-0.0414688,-0.63729054,0.042753488,0.3990318,0.19785053,0.4504329,0.45103177,0.6872605,-0.11789962
ham,-1.1495318,-0.79858863,0.93038845,0.5862414,2.7068858,1.1295097,0.721025,-0.17488417,0.8514949,0.099993885,1.1697924,-1.418184,-0.62851787,0.06573201,0.20112124,-0.52504224,0.88927007,1.3213806,-0.11766742,0.13425986,-0.62123746,-0.36053813,-0.07103702,-0.7050818,0.015622497,0.19194812,0.37795472,0.4892339,-1.2857928,-0.25965232,-0.7093506,0.47493023,-0.66446763,0.0725072,-0.3458599,-0.10989538,0.19307823,0.018564813,-0.07047753,-0.021100689,0.065380394,-0.11865321,0.4086659,0.30741078,-0.17145434,0.46139404,-0.7947176,0.0111300945,-0.6064561,-0.27822962
ham,-0.4358046,-0.8721862,0.8718884,1.0542859,-0.008484006,-0.20555037,0.74680185,0.97736657,-0.17151788,-0.83518755,-0.15108275,0.61667514,-0.19609478,1.1009696,-0.37690037,-1.3429635,-0.111094624,1.0676252,0.41485643,0.32478738,0.29818273,-0.05289049,-0.56539285,0.27951407,-0.027382463,0.22740826,-0.80647117,-0.14824551,-0.41383952,-0.1337753,0.14418289,0.055183485,0.8265738,-0.68503416,0.24910632,-0.13540842,-0.71659154,0.46568105,0.42743093,-0.5803599,-0.060646385,-0.7879456,0.50686765,-0.7105476,0.9317435,-0.44816968,-0.010246091,-0.43405116,-0.60267144,0.62365144
ham,-0.12997764,-0.27192354,-0.68995357,-0.26431483,-2.1798985,-0.14147285,0.23310554,0.3923484,-0.3967829,-0.09686211,-1.4416945,0.45557764,-0.09458962,0.016155183,-0.59709555,0.7498376,-0.7225007,-0.33001527,-0.24021572,-0.11863153,0.69425774,-0.67146957,-0.316431,-0.22050934,-0.21889438,0.13967313,0.22940591,-0.0136419535,-0.7933545,-0.5622825,1.2658625,0.64210606,0.39153874,0.6581876,0.10261835,-0.38643166,0.16060624,-0.58856714,-0.043821972,-0.7504565,0.1722475,0.03287372,0.5067322,0.4620198,-0.9691045,0.32098487,0.58074707,0.5790523,-0.636007,0.97237587
ham,0.31902027,-0.87163067,-0.6536948,-0.3815974,0.97227484,-0.73640466,0.7054535,-0.506619,0.122273356,0.48397356,0.022832781,0.7912782,-1.0783092,-1.2010558,0.06773944,0.7320469,1.4696268,-0.728868,-0.2039551,-0.36565086,-0.6539945,0.29014653,-0.13473538,0.24628812,-0.3310237,0.095421195,-0.4232208,-0.25351173,-0.20211785,-0.5150554,-0.94611967,-0.5131951,0.40983683,0.81629884,-1.0951383,0.009189069,0.34968516,0.2087473,0.07520376,-0.4630671,-0.6504091,0.30490202,0.07361151,0.26301613,-0.7998409,-0.15626913,-0.86499834,0.2848077,-0.8737857,0.768265
ham,-0.83859324,-0.794604,0.13810468,0.21424352,2.01927,-1.4893453,-0.2245233,0.58230674,-0.06626883,0.086569756,-0.4900412,0.39616013,-0.6765454,0.90693355,-0.93545824,0.21659195,-0.9847678,0.49976906,-0.26084268,-0.18165082,-1.2567587,0.22912632,0.6465172,1.7709687,-0.20963758,-0.060676217,0.57301396,-0.1928187,0.20337513,0.027246103,0.15637308,0.91531736,0.109804325,0.34895194,0.74610114,-0.44039503,0.32229614,0.087259315,0.012363706,0.17694238,-0.051489025,-0.86707985,-0.40905404,0.009822786,0.092473075,-0.6217172,-0.2722642,0.20768014,-0.008297265,-0.5745872
ham,-1.3394799,-0.91614175,0.9700196,0.41373843,-0.68070483,-1.3992852,-0.2958992,1.3218663,-0.010829836,0.6044008,-0.32240182,0.30666456,0.48993057,0.31022686,0.050496534,0.226399,0.74020004,-1.419489,-0.20928386,1.4869511,-0.1950317,0.3528709,-0.7060259,-0.58016926,0.53266585,-1.1795621,-0.6655509,0.29860634,0.06423557,-0.67442995,-1.1415719,-0.31678143,0.6598534,-0.19702396,-0.055134594,-0.91681594,0.34185508,0.82632226,-1.0588275,-0.28447458,0.7713964,1.100889,0.11530818,-0.62109566,0.91016984,0.44600537,-0.34441686,0.49468693,0.48017114,0.12803322
ham,1.3262278,-1.9622955,0.6535897,1.8822215,-0.25524867,0.7748799,0.285779,1.0053939,0.25789538,-2.5680778,0.8245303,0.5157667,0.30566746,-1.8812616,0.43762147,-0.61782265,0.21278974,1.0206845,-0.16726863,-0.7451259,-0.6984884,-0.6613862,0.019831479,-0.38041687,-0.56584084,-0.051341772,-0.0010442138,-0.57109493,-0.18406954,0.74431396,-0.2382091,0.18909998,-0.92084455,-1.2929701,-0.56313753,-0.597453,0.30269518,0.08451661,0.13797705,1.2475606,0.067356706,-0.6272527,1.0390579,-0.57558906,0.3045635,-0.4013959,-0.17939779,0.12893483,-0.41225678,-0.1112638
ham,-1.7027662,1.4742525,0.19418359,0.31017333,-0.05427605,1.09241,-0.59585214,-0.49464145,-0.7697619,-0.79155326,-0.9080575,0.7254968,0.19065636,-0.17165375,0.5730701,0.082300514,0.57578456,-0.23468988,-0.08594841,-0.08182903,0.522377,-0.03979681,1.2239051,0.09199706,0.8028674,-0.8856649,-0.023187563,0.25002128,-1.4274479,0.09551388,-0.15036505,-0.30614102,0.46392384,-0.41436508,-0.22450066,0.60957015,-0.8263078,-0.12934226,-0.49453247,0.3720619,-0.6577196,0.18131468,-0.013255343,-0.049549997,-0.0074414313,0.05051896,-0.0027937219,0.508163,-0.60936826,0.78112584
ham,-0.43714488,-1.800271,0.73863614,0.6340373,-3.3795917,0.3869673,0.59268224,1.0477098,0.7506927,-0.5073017,0.11993949,0.075447455,-0.41357386,0.94654334,0.6912596,0.38882655,-0.08389065,-0.16045237,0.38942775,0.9942281,-0.70193183,0.061045635,-0.34232372,-0.7739809,-0.22374257,0.63700473,1.1159487,0.42334473,-0.75757885,0.4322464,-0.59545887,-0.2810536,0.21159726,-1.0252963,-0.37085152,-0.38775948,0.6177133,-0.51702577,0.8387285,-0.47588348,0.23198867,-0.4540725,0.4811923,-0.7708806,-0.35326448,0.36698946,-0.34302709,1.0945485,-0.684148,-1.1461574
ham,-0.39128733,0.44149262,-1.5592693,0.9005626,-0.6610933,0.7512715,-0.91675043,0.2255159,-0.014174968,-0.6989993,-1.3686308,-0.62399274,0.9717202,-0.8747002,0.07574116,0.51782,0.22358042,0.28505513,0.11142419,0.08031091,0.30582264,0.10143043,0.6077313,0.14087868,0.39463684,0.27486804,-0.8590287,0.4708972,-0.70481,-0.74019045,-0.20977351,0.5589123,0.16038796,-0.52163124,-0.26830894,-0.21414211,-1.0104672,-0.38908064,0.4333256,0.32802016,-0.3013562,-0.5375124,-0.73477864,-0.6083822,0.117115125,-0.02111189,-0.035858057,0.6359024,-0.50937873,0.81772196
